EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,RULING_YEAR,NTEE_NAME,CLUSTER_KMEANS
841848031,JUSTSPACE ALLIANCE,% LUCIANNE WALKOWICZ,2603 1-2 W NORTH AVE,CHICAGO,IL,60647-0000,0,3,3,2800,2019-07-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2019.0,"Civil Rights, Social Action & Advocacy",0
841850574,NICARAGUAN-AMERICAN HUMAN RIGHTS ALLIANCE - NAHRA,% MASSIEL TORRES,1400 20TH ST NW APT G4,WASHINGTON,DC,20036-5906,0,3,3,1000,2020-02-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
841865451,CHICAGO EXCELLENCE IN GARDENING ALLIANCE,% MICHAEL NOWAK,3512 W MCLEAN AVE,CHICAGO,IL,60647-3631,0,3,3,1200,2019-07-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2019.0,Environment,0
842013574,URBAN STUDIO,,2221 S ST NE,WASHINGTON,DC,20002-1916,0,3,3,1000,2019-07-01,1,16,0,1,1,202112.0,3,4,1,0,12,57048.0,133258.0,133258.0,C99,,2019.0,Environment,0
842151617,131 & COUNTING,% MIRANDA FRANCO,800 17TH ST NW,WASHINGTON,DC,20006-3962,0,3,3,1280,2020-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
842207299,CE BUYERS INSTITUTE,% JASON COLBERT,1425 K ST NW STE 1110,WASHINGTON,DC,20005-4698,0,3,3,1000,2020-03-01,1,15,0,1,1,202112.0,6,6,1,0,12,3076115.0,3972576.0,3972576.0,C35,,2020.0,Environment,0
842271622,GARFIELD RIDGE CLEARING COMMUNITY GARDENS,,5157 S SAYRE AVE,CHICAGO,IL,60638-1019,0,3,3,1200,2019-08-01,1,16,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2019.0,Environment,0
842345137,ALLIANCE FOR ENVIRONMENTAL MARKETS AND INVESTMENTS,% MARCUM,1899 L ST NW STE 850,WASHINGTON,DC,20036-3844,0,3,3,1000,2020-04-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2020.0,Environment,0
842364870,CONGRESSIONAL PAKISTAN CAUCUS FOUNDATION,,1700 PENNSYLVANIA AVE NW STE 560,WASHINGTON,DC,20006-4725,0,3,3,1000,2020-10-01,1,16,0,1,1,201912.0,1,1,2,0,12,2500.0,2500.0,2500.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
842397527,BUBEARSFORALL,% PAUL J WILLIAMS,4331 WESTOVER PL NW,WASHINGTON,DC,20016-5553,0,3,3,1200,2021-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2021.0,"Civil Rights, Social Action & Advocacy",0
842478476,URBAN PRIDE INC,% KENNY BEACH,828 E 44TH ST,CHICAGO,IL,60653-3502,0,3,3,1000,2020-10-01,1,16,0,1,1,201912.0,1,0,2,0,12,1382.0,0.0,0.0,R26,,2020.0,"Civil Rights, Social Action & Advocacy",0
842484671,EQUALITY CHAMBER FOUNDATION,% MANUEL COSME,1300 I ST NW STE 400E,WASHINGTON,DC,20005-3318,0,3,3,1000,2022-11-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2022.0,"Civil Rights, Social Action & Advocacy",0
842487135,RESEARCH TRIANGLE PARK CHAPTER OF THE AIR AND WASTE MANAGEMENT AS,,2920 FORESTVILLE RD STE 100 PMB1213,RALEIGH,NC,27616-8774,0,3,3,2000,2020-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C03,,2020.0,Environment,0
842501028,NEW DAY FOR NC INC,% GARY PEARCE,3826 CASEY LEIGH LN,RALEIGH,NC,27612-4258,0,3,3,2000,2020-07-01,1,15,0,1,1,202112.0,1,2,2,0,12,1921.0,12211.0,12211.0,R99,,2020.0,"Civil Rights, Social Action & Advocacy",0
842558945,COMMITTEE ON STATES,% MICHAEL WEISEL,PO BOX 1607,RALEIGH,NC,27602-1607,0,4,3,3000,2020-02-01,2,0,0,1,1,202112.0,5,6,1,0,12,981182.0,2261414.0,2261414.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
842581279,CENTER FOR TAXPAYER RIGHTS,% NINA E OLSEN,800 MAINE AVE SW STE 200,WASHINGTON,DC,20024-2811,0,3,3,1200,2019-10-01,1,16,0,1,1,202112.0,4,4,1,0,12,169936.0,171808.0,171808.0,R19,,2019.0,"Civil Rights, Social Action & Advocacy",0
842625535,ARTICLE III FOUNDATION,,300 N WASHINGTON ST STE 604,ALEXANDRIA,VA,22314-2544,0,3,3,1200,2021-02-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R05,,2021.0,"Civil Rights, Social Action & Advocacy",0
842828142,PODER NC ACTION,,PO BOX 445,RALEIGH,NC,27602-0445,0,4,3,3000,2020-05-01,2,0,0,5,1,202204.0,5,6,1,0,4,516007.0,1658680.0,1658680.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
842869608,YOUNG CONSERVATIVES FOR CARBON DIVIDENDS INC,% KIERA OBRIEN,1800 M ST NW UNIT 33933,WASHINGTON,DC,20033-7542,0,4,3,3000,2020-01-01,2,0,0,5,1,202212.0,2,3,1,0,12,19749.0,95000.0,95000.0,C01,,2020.0,Environment,0
842906892,RESERVA THE YOUTH LAND TRUST LLC,% GEORGIA CABELL BROADDUS SOLE MBR,1330 NEW HAMPSHIRE AVE NW APT 1008,WASHINGTON,DC,20036-6308,0,3,3,1200,2021-03-01,1,15,0,1,1,202112.0,3,4,1,0,12,35895.0,104145.0,104145.0,C60,RESERVA,2021.0,Environment,0
842924427,ARBOLA FOUNDATION INC,% VINCE JUARISTI,7526 COXTON CT UNIT F,ALEXANDRIA,VA,22306-2269,0,3,3,1280,2019-09-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C50,,2019.0,Environment,0
842955257,GUERRILLA GARDENERS OF WASHINGTON DC,,731 8TH ST SE,WASHINGTON,DC,20003-2802,0,3,3,2000,2019-09-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C50,,2019.0,Environment,0
842956612,ONEWORLD MOVEMENT,,6218 GEORGIA AVE NW UNIT 1064,WASHINGTON,DC,20011-5125,0,3,3,1200,2019-10-01,1,16,0,1,1,201912.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2019.0,"Civil Rights, Social Action & Advocacy",0
842983998,RIGHT TO VOTE FOUNDATION,% PERKINS COIE,1032 15TH STREET NW 247,WASHINGTON,DC,20005-1502,0,3,3,1200,2020-08-01,1,15,0,1,1,202206.0,5,5,1,0,6,586602.0,501280.0,501280.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
843069044,BELLAMARI FOUNDATION,,1040 N LAKE SHORE DR APT 37B,CHICAGO,IL,60611-6168,0,3,3,1280,2019-10-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2019.0,Environment,0
843102043,FREE AND FAIR,,500 N MICHIGAN AVE STE 600,CHICAGO,IL,60611-3754,0,3,3,1000,2019-10-01,1,15,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,R60,,2019.0,"Civil Rights, Social Action & Advocacy",0
843138671,PACIFIC ENVIRONMENTAL COALITION,% MELISSA CARRIG,455 N CITYFRONT PLAZA DR STE 1730,CHICAGO,IL,60611-5314,0,4,3,3000,2020-04-01,2,0,0,5,1,202112.0,8,3,1,0,12,14459690.0,93781.0,93781.0,C60,,2020.0,Environment,0
843260984,CHICAGO HUMANISTS INC NFP,,6301 N SHERIDAN ROAD,CHICAGO,IL,60660-1728,0,3,3,1000,2020-08-01,1,15,1000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2020.0,"Civil Rights, Social Action & Advocacy",0
843322936,ENGAGE PROMOTING WOMENS ECONOMIC,% RACHEL PEARSON,1025 CONNECTICUT AVENUE NW,WASHINGTON,DC,20036-5405,0,3,3,1000,2020-06-01,1,15,0,1,1,202112.0,4,5,1,0,12,219194.0,571120.0,571120.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
843430827,GLOBAL INITIATIVE FOR THE BLIND IN ETHIOPIA,% MELESSE,6408 PATIENCE CT,ALEXANDRIA,VA,22315-3481,0,3,3,1200,2020-04-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
843451269,OO PROJECT,,6010 BROAD BRANCH RD NW,WASHINGTON,DC,20015-2504,0,3,3,1000,2020-03-01,1,15,0,1,1,202206.0,6,6,1,0,6,1716032.0,2139622.0,2139622.0,C99,,2020.0,Environment,0
843530186,BLACK MALE VOTER PROJECT,,80 M ST SE,WASHINGTON,DC,20003-3544,0,4,3,3000,2020-08-01,2,0,0,1,1,202012.0,6,6,2,0,12,1761201.0,3349185.0,3349185.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
843555022,MOONLIGHT FOUNDATION,,918 G ST SE,WASHINGTON,DC,20003-2818,0,3,3,1200,2020-12-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R05,,2020.0,"Civil Rights, Social Action & Advocacy",0
843583947,NET ZERO,% ISAAC SHAPIRO,4627 VERPLANCK PL NW,WASHINGTON,DC,20016-2433,0,3,3,1000,2020-06-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C20,,2020.0,Environment,0
843681615,COALITION TO SAVE JACKSON PARK,% GABRIEL PIEMONTE,1533 E 65TH ST NUM 3E,CHICAGO,IL,60637-6792,0,3,3,1200,2020-01-01,1,16,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C01,,2020.0,Environment,0
843726976,THE LEADERSHIP CENTER FOR ATTORNEY GENERAL STUDIES,% OPERATION DEPARTMENT,1350 I ST NW STE 300,WASHINGTON,DC,20005-3377,0,3,3,1000,2020-02-01,1,15,0,1,1,202112.0,5,5,1,0,12,829634.0,919891.0,919891.0,R19,,2020.0,"Civil Rights, Social Action & Advocacy",0
843741778,OUT IN FINANCE,% ANDREW HOLMQUIST,PO BOX 57563,CHICAGO,IL,60657-7366,0,3,3,1000,2020-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,MATTHEW J BORKOWSKI,2020.0,"Civil Rights, Social Action & Advocacy",0
843745987,SUPERMAJORITY EDUCATION FUND,% REBECCA LEAL,1666 CONNECTICUT AVE NW,WASHINGTON,DC,20009-1039,0,3,3,1200,2020-06-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
843759390,LPAC ACTION NETWORK,,2120 L ST NW STE 850,WASHINGTON,DC,20037-1550,0,4,3,3000,2022-09-01,2,0,0,1,1,202112.0,3,4,1,0,12,36346.0,222868.0,222868.0,R26,,2022.0,"Civil Rights, Social Action & Advocacy",0
843778461,AMERICAN CENTER FOUNDATION,,1032 15TH ST NW,WASHINGTON,DC,20005-1502,0,3,3,1200,2022-03-01,1,15,0,1,1,202112.0,2,4,1,0,12,23348.0,105000.0,105000.0,R40,,2022.0,"Civil Rights, Social Action & Advocacy",0
843781954,EAGLE HAVEN INCORPORATED,,7405 ADMIRAL DR,ALEXANDRIA,VA,22307-2012,0,3,3,2000,2021-03-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2021.0,Environment,0
843845806,CLEAN FUTURE FORUM INC,,1101 PENNSYLVANIA AVE NW STE 300,WASHINGTON,DC,20004-2582,0,3,3,1200,2020-04-01,1,15,0,1,1,202206.0,8,8,1,0,6,14205004.0,25225238.0,25225238.0,C30,,2020.0,Environment,0
843858739,CLEAN FUTURE ACTION FUND,,1101 PENNSYLVANIA AVE NW STE 300,WASHINGTON,DC,20004-2582,0,4,3,3000,2020-06-01,2,0,0,1,1,202206.0,6,7,1,0,6,1524728.0,9000609.0,9000609.0,C01,,2020.0,Environment,0
843880312,AMERICAN ENGAGEMENT INC,% JESSICA BROUCKAERT,1825 I ST NW STE 900,WASHINGTON,DC,20006-5468,0,4,3,3000,2020-04-01,2,0,0,5,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
843952961,350 CHICAGO NFP,% LARRY COBLE,4211 N FRANCISCO AVE,CHICAGO,IL,60618-2609,0,3,3,1000,2020-10-01,1,15,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C35,,2020.0,Environment,0
843973294,BUSINESS SERVICES COLLECTIVE NFP,% KYLE A JOHNSON,503 E 61ST STREET 135,CHICAGO,IL,60637-2406,0,3,3,1000,2020-02-01,1,15,0,1,1,202112.0,3,4,1,0,12,42234.0,253276.0,253276.0,R12,,2020.0,"Civil Rights, Social Action & Advocacy",0
843996441,VOTE REV ACTION FUND,% MELE BRENGARTH & ASSOCIATES,611 PENNSYLVANIA AVE SE,WASHINGTON,DC,20003-4303,0,4,3,3000,2021-12-01,2,0,0,5,1,202112.0,6,1,2,0,12,1145274.0,7000.0,7000.0,R40,,2021.0,"Civil Rights, Social Action & Advocacy",0
844031579,AMERICAN COMPASS INC,,300 INDEPENDENCE AVE SE,WASHINGTON,DC,20003-1021,0,3,3,2000,2020-01-01,1,15,0,1,1,202112.0,6,6,1,0,12,1285116.0,1789364.0,1789364.0,R05,,2020.0,"Civil Rights, Social Action & Advocacy",0
844144582,WOMEN OF THE WORLD ENDOWMENT INC,% PATIENCE MARIME-BALL,1100 H ST NW STE 840,WASHINGTON,DC,20005-5969,0,3,3,1200,2020-07-01,1,15,0,1,1,202112.0,7,6,1,0,12,7396133.0,4203365.0,1158092.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
844249215,EMPOWER AMERICA FOUNDATION,% JAMES KEMP,1200 NEW HAMPSHIRE AVE NW STE 800,WASHINGTON,DC,20036-6805,0,3,3,1200,2020-07-01,1,15,0,1,1,202112.0,1,3,1,0,12,3030.0,50000.0,50000.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
844275478,TRAILBLAZERS GROUP,,400 W NORTH ST APT 1032,RALEIGH,NC,27603-1566,0,3,3,1000,2020-02-01,1,15,0,1,1,202101.0,0,0,2,0,1,0.0,0.0,0.0,R61,,2020.0,"Civil Rights, Social Action & Advocacy",0
844376781,DISTRICT OF COLUMBIA GREEN SPACES ALLIANCE,% JOHN HENDERSON,1102 MONROE ST NW,WASHINGTON,DC,20010-2014,5963,3,9,1000,2011-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C50,NATURE PLUS,2011.0,Environment,0
844387333,COLLABORATIVE CONNECTIONS,% SEVA GANDHI,5847 N KENMORE AVE APT 4,CHICAGO,IL,60660-3980,0,3,3,2000,2022-04-01,1,16,0,1,1,202212.0,3,4,1,0,12,80851.0,242650.0,242650.0,R02,,2022.0,"Civil Rights, Social Action & Advocacy",0
844475879,GOAL NATIONAL CAPITAL REGION,,2109 M ST NE APT 5,WASHINGTON,DC,20002-2051,0,3,3,1200,2020-02-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2020.0,"Civil Rights, Social Action & Advocacy",0
844519479,EXTINCTION REBELLION DC - EDUCATIONAL FUND,% JIM DRISCOLL,652 NEWTON PL NW APT 3,WASHINGTON,DC,20010-1755,0,3,3,2000,2021-06-01,1,16,0,1,1,202212.0,3,3,1,0,12,71595.0,51323.0,51323.0,C99,,2021.0,Environment,0
844557693,ECOLOGIC,% ROZINA KANCHWALA,1423 NEWTON ST NW APT 101,WASHINGTON,DC,20010-3109,0,3,3,2000,2020-04-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2020.0,Environment,0
844723065,BRAVERY PROJECT,% WILLIAM B CANFIELD,PO BOX 26141,ALEXANDRIA,VA,22313-6141,0,4,3,1000,2020-07-01,2,0,0,5,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
844785944,MIGHTY EARTH INC,,1150 CONN AVE NW STE 800,WASHINGTON,DC,20036-4130,0,3,3,1200,2020-07-01,1,15,0,1,1,202112.0,5,6,1,0,12,538240.0,2132793.0,2132793.0,C30,,2020.0,Environment,0
844790404,ENVIROFEST INTERNATIONAL,% LEILA CHENNOUFI,4445 BUTTERWORTH PL NW,WASHINGTON,DC,20016-4453,0,3,3,1200,2021-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2021.0,Environment,0
844790590,THREE LITTLE BIRDS GARDENS,% JOLISSA GUEDES,PO BOX 170151,CHICAGO,IL,60617-9151,0,3,3,1000,2020-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2020.0,Environment,0
844852003,DISTRICT OF COLUMBIA GREEN SPACES ALLIANCE,% JOHN HENDERSON,1102 MONROE ST NW,WASHINGTON,DC,20010-2014,5963,3,9,1000,2011-04-01,2,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C50,FRIENDS OF DEANWOOD RECREATION,2011.0,Environment,0
844876340,CLIMATE INC,% THE CLIMATE,5614 CONNECTICUT AVENUE NW 337,WASHINGTON,DC,20015-2604,0,3,3,1280,2022-11-01,1,15,0,1,1,202112.0,2,3,1,0,12,23265.0,50000.0,50000.0,C03,,2022.0,Environment,0
844934686,OUT IN NATIONAL SECURITY,,PO BOX 1152,WASHINGTON,DC,20013-1152,0,3,3,1200,2022-06-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2022.0,"Civil Rights, Social Action & Advocacy",0
845011967,CITIZENS FOR TAX REFORM INC,,PO BOX 18088,RALEIGH,NC,27619-8088,0,4,3,3000,2021-07-01,2,0,0,1,1,202212.0,1,1,2,0,12,369.0,9550.0,9550.0,R40,,2021.0,"Civil Rights, Social Action & Advocacy",0
845065062,RCV123,,105 ADAMS AVE,ALEXANDRIA,VA,22301-2107,0,3,3,2000,2020-04-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R40,,2020.0,"Civil Rights, Social Action & Advocacy",0
845167792,WOLAYTA INTERNATIONAL DIASPORA ASSOCIATION,,1928 KEARNY ST NE,WASHINGTON,DC,20018-2438,0,3,3,1000,2020-05-01,1,16,0,5,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R99,WIDA,2020.0,"Civil Rights, Social Action & Advocacy",0
845173755,SEROVA,% LYDIA SLOBODIAN,300 10TH ST NE,WASHINGTON,DC,20002-6204,0,3,3,1280,2020-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C05,,2020.0,Environment,0
850576201,PIERELLA RAINFOREST RECLAMATION PROJECT,% KEVIN DONNELLY,324 MAIN ST,LAUREL,MD,20707-9998,0,3,3,1000,2022-02-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C34,,2022.0,Environment,0
850627597,QUEER WOMEN OF ESPORTS,% LINDSEY MIGLIORE,1831 S ST SE,WASHINGTON,DC,20020-4630,0,3,3,1000,2020-06-01,1,15,0,1,1,202212.0,3,3,1,0,12,29694.0,68385.0,68385.0,R26,,2020.0,"Civil Rights, Social Action & Advocacy",0
850728401,EQUITY IN THE CENTER INC,,700 12TH ST NW STE 700,WASHINGTON,DC,20005-4052,0,3,3,1000,2020-10-01,1,15,0,1,1,202112.0,6,6,1,0,12,3690631.0,3392501.0,3392501.0,R30,,2020.0,"Civil Rights, Social Action & Advocacy",0
850933996,CITIZENS PROMOTING RESPECT FOR THE CONSTITUTION INC,% RESPECT THE CONSTITUTION,14405 LAUREL PL STE 316,LAUREL,MD,20707-6102,0,3,3,1200,2020-12-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R60,,2020.0,"Civil Rights, Social Action & Advocacy",0
851005164,US-AFRICA AGRICULTURAL ALLIANCE INC,% KOSSIVI E NAYO,104 WILMINGTON PL SE,WASHINGTON,DC,20032-6156,0,3,3,1200,2020-06-01,1,16,0,5,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2020.0,Environment,0
851012616,MAKERS LAB,% LEE PERINE,126 RHODE ISLAND AVE NW,WASHINGTON,DC,20001-1633,0,3,3,2000,2020-05-01,1,15,0,1,1,202112.0,0,0,1,0,12,0.0,0.0,0.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
851060443,NOVA OUTSIDE,,17 W MOUNT IDA AVE,ALEXANDRIA,VA,22305-2522,0,3,3,1280,2020-07-01,1,16,0,1,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C01,,2020.0,Environment,0
851098411,FOLDED MAP PROJECT,% TONIKA JOHNSON,7438 S PERRY AVE,CHICAGO,IL,60621-3410,0,3,3,1200,2020-11-01,1,16,0,1,1,202112.0,4,4,1,0,12,104975.0,244927.0,244927.0,R30,,2020.0,"Civil Rights, Social Action & Advocacy",0
851100834,HIP HOP CAUCUS ACTION FUND,,20 F ST NW 7TH FLOOR,WASHINGTON,DC,20001-6700,0,4,3,3000,2021-01-01,2,0,0,1,1,202112.0,4,4,1,0,12,364766.0,340000.0,340000.0,R40,,2021.0,"Civil Rights, Social Action & Advocacy",0
851117805,ALEXANDRIA CELEBRATES WOMEN,,3301 COMMONWEALTH AVE APT A,ALEXANDRIA,VA,22305-2828,0,3,3,1000,2020-06-01,1,15,0,5,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
851250003,EQUITY FOR ALL OF US,% KAREN KENT,218 S WABASH AVE 7TH FLOOR,CHICAGO,IL,60604-2449,0,3,3,1280,2020-08-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2020.0,"Civil Rights, Social Action & Advocacy",0
851258323,JONES POINT PARK GARDENS,,100 POMMANDER WALK,ALEXANDRIA,VA,22314-3845,0,3,3,2000,2020-06-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2020.0,Environment,0
851359192,BUILDING AMERICA S FUTURE,% STEFAN PASSANTINO,1825 ST NW STE 900,WASHINGTON,DC,20006-0000,0,4,3,3000,2022-09-01,2,0,0,1,1,202112.0,6,8,1,0,12,3354648.0,11331306.0,11331306.0,R01,,2022.0,"Civil Rights, Social Action & Advocacy",0
851546075,FISH FOR IT NFP,% THERESA COUSINS,9605 S RACINE AVE,CHICAGO,IL,60643-1425,0,3,3,1000,2021-06-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2021.0,Environment,0
851573338,GLOBAL CENTER FOR LGBTI FREEDOM AND EDUCATION,% CAITLIN THOMAS,1717 NORTH ST NW,WASHINGTON,DC,20036-2827,0,3,3,2000,2020-08-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R26,,2020.0,"Civil Rights, Social Action & Advocacy",0
851714730,EXPONENT,,1800 MASSACHUSETTS AVE NW 2ND FLOOR,WASHINGTON,DC,20036-1806,0,3,3,1000,2020-09-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R24,,2020.0,"Civil Rights, Social Action & Advocacy",0
851716482,STUDENTS AGAINST CHILD MARRIAGE,,4301 50TH ST NW PMB 1021,WASHINGTON,DC,20016-4364,0,3,3,1258,2020-09-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
852003122,FAIR LINES ACTION INC,% ADAM KINCAID,2308 MOUNT VERNON AVE STE 716,ALEXANDRIA,VA,22301-1328,0,4,3,3000,2021-02-01,2,0,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R01,,2021.0,"Civil Rights, Social Action & Advocacy",0
852049059,CHICAGO MUSLIMS GREEN TEAM,% CAROLINE WILLIAMS,PO BOX 607513,CHICAGO,IL,60660-7513,0,3,3,1278,2020-10-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2020.0,Environment,0
852050585,THE ASIAN AMERICAN FOUNDATION,% SULLIVAN & CROMWELL,PO BOX 21749,WASHINGTON,DC,20009-9749,0,3,3,1200,2021-09-01,1,15,0,1,1,202112.0,9,9,1,0,12,89049217.0,100728075.0,100728075.0,R22,,2021.0,"Civil Rights, Social Action & Advocacy",0
852081718,TRUTH AND CONCILIATION COMMISSION,,10929 S STATE ST,CHICAGO,IL,60628-3417,0,3,3,1000,2020-09-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R30,,2020.0,"Civil Rights, Social Action & Advocacy",0
852160476,CLEAN ENERGY AND SUSTAINABILITY ACCELERATOR,,1201 CONNECTICUT AVE NW STE 512,WASHINGTON,DC,20036-2605,0,3,3,1000,2021-05-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2021.0,Environment,0
852163027,DESCENDANTS TRUTH AND RECONCILIATION TRUST,,10 S DEARBORN IL1-0111,CHICAGO,IL,60603-2300,0,3,3,1000,2020-11-01,1,15,0,2,1,202112.0,8,6,1,0,12,15555937.0,3181106.0,650972.0,R22,,2020.0,"Civil Rights, Social Action & Advocacy",0
852297985,ZERO EMISSION TRANSPORTATION ASSOCIATION,,659 C ST SE,WASHINGTON,DC,20003-4301,0,3,3,2000,2021-01-01,1,15,0,1,1,202206.0,5,4,1,0,6,515700.0,475000.0,475000.0,C01,,2021.0,Environment,0
852302617,PLANT BASED PRODUCTS COUNCIL FOUNDATION,% STEVE GARDNER,1701 PENNSYLVANIA AVE NW STE 400,WASHINGTON,DC,20006-5810,0,3,3,2000,2021-04-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C01,,2021.0,Environment,0
852339912,BLACK LANDSCAPE ARCHITECTS NETWORK,% GLENN SMITH,220 UPSHUR STREET NW,WASHINGTON,DC,20011-4834,0,3,3,1000,2021-03-01,1,15,0,1,1,202212.0,3,3,1,0,12,70733.0,53502.0,53502.0,C12,BLACKLAN,2021.0,Environment,0
852587923,COALITION TO PREVENT THE TAXING OF RETIREMENT SAVINGS INC,,400 E RANDOLPH ST APT 3115,CHICAGO,IL,60601-7391,0,6,3,2000,2022-10-01,2,0,0,1,1,202212.0,4,0,2,0,12,198125.0,0.0,0.0,R03,,2022.0,"Civil Rights, Social Action & Advocacy",0
852636910,WATER FINANCE EXCHANGE INC,,1455 PENNSYLVANIA AVE NW STE 400,WASHINGTON,DC,20004-1017,0,3,3,1000,2021-03-01,1,15,0,1,1,202212.0,6,4,1,0,12,1414154.0,149293.0,149293.0,C32,,2021.0,Environment,0
852648022,SOUTHERN PEOPLES COUNCIL,% BENJAMIN HALE WILKINS,PO BOX 20222,RALEIGH,NC,27619-0222,0,3,3,1000,2020-10-01,1,15,0,1,1,202212.0,3,3,2,0,12,33278.0,39654.0,39654.0,R01,,2020.0,"Civil Rights, Social Action & Advocacy",0
